Order,Member,GRC,Date,Speech
1927,Tan See Leng,Marine Parade,1/3/2022,"First, on Workfare. Earlier in this debate, the Leader of the Opposition Mr Pritam Singh, Mr Gerald Giam and Ms Jessica Tan, raised concerns about the $500 minimum income criterion for Workfare. I would like to correct the misconception that this is a cutback for lower-wage workers."
1928,Tan See Leng,Marine Parade,1/3/2022,"First, we estimate that around 20,000 Workfare recipients will be affected by the criterion, all of whom are casual or part-time workers."
1929,Tan See Leng,Marine Parade,1/3/2022,"The Leader of the Opposition has estimated that the number of affected recipients is 46,600 by referencing the number of employed residents aged 15 and above earning below $500 in 2021. This is inaccurate."
1930,Tan See Leng,Marine Parade,1/3/2022,"Not all of these 46,600 qualify for Workfare due to criteria such as age, spousal assessable income and the annual value of their place of residence. So, in other words, nothing to do with the salary that they earn. Some would be students earning extra pocket money while they study or some of them are actually from higher income households. They are not the intended targets of Workfare."
1931,Tan See Leng,Marine Parade,1/3/2022,"Furthermore, 46,600 is based on 2021 data and does not take into account the expected wage growth from the Progressive Wage Model (PWM) expansion. And also, the new Local Qualifying Salary (LQS) requirements that would uplift many employees beyond the $500 threshold."
1932,Tan See Leng,Marine Parade,1/3/2022,"Should any of these 20,000 workers subsequently work more and earn more than $500 per month, they will automatically re-qualify for Workfare. Second, the $500 per month is a reasonable and achievable wage for most regular workers under our Progressive Wage Model approach. With the new LQS requirement, firms that hire foreign workers must pay all of their locals working part-time at least $9 per hour. At this wage, a part-time worker only needs to work about two working days a week to meet the $500 minimum income criterion."
1933,Tan See Leng,Marine Parade,1/3/2022,"Third, we also recognise that there may be some workers who want to work more, but are unable to earn $500 per month, due to their personal circumstances. This includes persons with disabilities and ComCare recipients. We will provide them concessionary Workfare payouts so that they will not be excluded from Workfare. Hence, if Ms Jessica Tan's resident requires additional financial assistance, she can apply for ComCare and if she qualifies she will receive concessionary Workfare as well."
1934,Tan See Leng,Marine Parade,1/3/2022,"In short, for workers who are earning less than $500, the best way to help them is to help them find a job of the appropriate quality and quantity of working hours to earn at least $500. Then, Workfare can come in to provide an additional boost to help such workers. We have a whole suite of employment facilitation programmes and initiatives, ready to assist. "
1935,Tan See Leng,Marine Parade,1/3/2022,Moving onto my second point that I would like to raise and that is on the foreign workforce policies.
1936,Tan See Leng,Marine Parade,1/3/2022,The Minister for Finance has laid out a multi-year road map to increase the qualifying salary for Employment Passes; increase the qualifying salary and levies for S Passes ; reduce the Dependency Ratio Ceiling; dismantle the Man-Year Entitlement (MYE) system and adjust levies for the Construction and Process sectors. 
1937,Tan See Leng,Marine Parade,1/3/2022,"I will speak more when MOM’s budget is debated in a few days' time. Today, let me touch on and elaborate on our thinking behind these moves, and how we will walk with businesses through these changes."
1938,Tan See Leng,Marine Parade,1/3/2022,"Businesses, especially our SMEs, have expressed concern about rising costs. I want to assure SMEs that we understand these concerns and we have taken great care when designing the timing of our moves. We are well aware that if businesses do not succeed, there will not be good jobs for Singaporeans."
1939,Tan See Leng,Marine Parade,1/3/2022,"Besides SMEs, foreign companies are also quietly observing our moves. Even foreign publications have been speculating that Singapore is now less welcoming to talent. Members of the House, we must not allow such perceptions or such misperceptions to take root, because this will be very damaging for us. "
1940,Tan See Leng,Marine Parade,1/3/2022,"Hence, I want to be very clear that the changes we announce are to ensure that Singapore remains open to foreigners who can complement our workforce, so that our businesses can assemble the best team of locals and foreigners to compete on the global stage. Indeed, this strategy was affirmed by the House last year."
1941,Tan See Leng,Marine Parade,1/3/2022,"We recognise that having foreigners working alongside us and living amongst us can cause discomfort, even some tension, amongst Singaporeans."
1942,Tan See Leng,Marine Parade,1/3/2022,My assurance is that we will be vigilant in managing the social frictions that may arise from time to time. We will also guard against anti-foreigner and xenophobic sentiments. Singapore has always been a multicultural society and we intend to keep it so.
1943,Tan See Leng,Marine Parade,1/3/2022,Our foreign workforce policies will have to balance the needs of businesses and workers and this has been MOM's core guiding principle.
1944,Tan See Leng,Marine Parade,1/3/2022,"The announced changes to the qualifying salaries for Employment Pass (EP) and S Pass are part of this series of adjustments to maintain a balance. The wages of our local workers have risen over the years. This reflects the growth of our economy and the deepening of skills in our local workforce. This also means that the quality of the EP and S Pass holders that we bring into Singapore must go up. That is why our EP and S Pass qualifying salaries are adjusted regularly to keep pace with local wages. If we do not do so, firms may choose to hire foreigners simply because they are cheaper than locals. There will not be a level playing field. Our efforts to upskill our workforce and sharpen our business competitiveness will, therefore, be diluted. "
